transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T107236,2023-09-19T20:15:36.946231,ACC298049,ACC630740,210.77,payment,utilities,New York,pos,False,,,0.23,19,0.76,ACH,60.12.53.235,D5181834
T107237,2023-10-18T05:18:16.763371,ACC587455,ACC705783,1092.95,deposit,restaurant,Singapore,atm,False,,,-0.93,11,0.69,ACH,121.204.104.88,D1210722
T107238,2023-05-17T05:02:35.506681,ACC463332,ACC770656,17.59,payment,entertainment,Tokyo,web,False,,,0.57,5,0.54,wire_transfer,159.123.113.227,D7356485
T107239,2023-02-16T18:01:07.340422,ACC584651,ACC835925,1193.47,deposit,entertainment,Singapore,pos,False,,,0.5,7,0.15,ACH,100.89.53.195,D9107995
T107240,2023-07-17T12:36:58.465667,ACC889491,ACC992446,38.99,payment,online,New York,web,False,,,-0.62,11,0.29,card,48.148.126.190,D3069884
T107241,2023-09-12T23:39:31.910119,ACC408089,ACC551839,655.14,withdrawal,other,Tokyo,mobile,False,,,-0.98,2,0.65,ACH,207.186.91.195,D2294491
T107242,2023-09-23T23:13:19.073730,ACC440497,ACC822349,415.93,payment,online,Tokyo,web,False,,,-0.68,9,0.46,card,189.134.23.215,D2315767
T107243,2023-11-07T21:45:54.803873,ACC469338,ACC246162,261.13,withdrawal,entertainment,Toronto,web,False,,,0.23,4,0.33,ACH,97.52.18.133,D6202111
T107244,2023-10-17T01:43:42.666541,ACC684480,ACC469931,549.98,withdrawal,travel,Sydney,atm,False,,,-1.8,20,0.03,card,103.134.144.221,D8591033
T107245,2023-11-28T21:51:51.818576,ACC801007,ACC285834,14.06,transfer,other,New York,mobile,False,,,0.2,4,0.29,UPI,98.176.254.36,D6911756
T107246,2023-12-29T14:39:01.280806,ACC499632,ACC698428,19.29,transfer,grocery,London,web,False,,,-0.15,18,0.02,card,124.242.190.169,D7043419
T107247,2023-02-20T22:35:06.533404,ACC908108,ACC985837,289.0,payment,utilities,Dubai,mobile,False,,,0.4,5,0.65,card,71.0.109.249,D4068879
T107248,2023-03-24T11:38:43.313163,ACC209024,ACC144744,336.1,withdrawal,travel,London,web,False,,,-0.96,14,0.36,wire_transfer,87.180.165.31,D9702542
T107249,2023-06-12T04:28:52.990397,ACC616173,ACC358706,26.03,transfer,travel,Dubai,pos,False,,,1.1,2,0.81,ACH,40.85.68.75,D3922491
T107250,2023-09-15T15:53:32.558669,ACC873856,ACC617651,18.29,transfer,restaurant,Toronto,web,False,,,0.07,19,0.45,card,121.178.161.176,D1035810
T107251,2023-07-22T19:08:02.065401,ACC559656,ACC936596,168.2,payment,other,Dubai,atm,False,,,-2.09,3,0.86,card,114.99.48.104,D9875935
T107252,2023-01-08T08:32:58.984814,ACC109654,ACC581863,29.01,transfer,utilities,Tokyo,mobile,False,,,-0.91,3,0.3,card,128.85.79.40,D2951594
T107253,2023-09-18T10:25:14.857144,ACC258449,ACC841976,435.34,withdrawal,retail,Singapore,mobile,False,,,1.2,17,0.21,UPI,245.115.210.138,D7885635
T107254,2023-02-21T00:59:14.318540,ACC616336,ACC510665,13.48,withdrawal,entertainment,Tokyo,web,False,,,-0.31,6,0.65,card,142.211.178.75,D7901217
T107255,2023-07-18T21:59:12.688447,ACC954466,ACC295444,28.36,transfer,online,Singapore,atm,False,,,0.12,17,0.8,UPI,142.176.129.120,D5286313
T107256,2023-07-25T15:41:38.265410,ACC113926,ACC243833,56.99,transfer,entertainment,Dubai,pos,False,,,-0.19,7,0.65,wire_transfer,171.150.70.224,D2415579
T107257,2023-11-03T14:21:25.268125,ACC351932,ACC880551,211.89,withdrawal,online,London,web,False,,,-0.71,18,0.85,UPI,36.149.163.137,D2714530
T107258,2023-02-18T06:45:15.445104,ACC354738,ACC356969,36.1,transfer,other,Dubai,mobile,False,,,0.77,12,0.07,ACH,142.162.106.151,D1441845
T107259,2023-04-20T00:07:18.422542,ACC257965,ACC233599,88.3,payment,travel,Toronto,atm,False,,,1.45,19,0.8,card,254.202.55.88,D5602343
T107260,2023-12-01T08:52:14.412269,ACC610492,ACC329844,280.02,withdrawal,travel,Toronto,pos,False,,,-0.44,19,0.61,card,118.120.217.23,D9640503
T107261,2023-12-07T21:03:52.480703,ACC826301,ACC853066,453.99,withdrawal,travel,Singapore,mobile,False,,,0.28,10,0.38,ACH,163.68.0.94,D7676515
T107262,2023-09-27T08:12:20.308428,ACC717734,ACC279434,24.37,payment,utilities,Singapore,mobile,False,,,-0.63,20,0.88,ACH,103.16.144.124,D2255696
T107263,2023-09-18T11:20:53.461496,ACC265218,ACC767607,1718.58,deposit,restaurant,Sydney,pos,False,,,-1.63,15,0.84,ACH,183.61.166.117,D8897491
T107264,2023-06-11T03:14:01.529167,ACC657509,ACC306965,1387.51,deposit,online,Sydney,mobile,False,,,-0.19,18,0.87,UPI,76.246.2.41,D3412113
T107265,2023-06-07T15:05:34.190872,ACC679614,ACC758068,1333.04,deposit,online,London,web,False,,,-0.79,13,0.85,ACH,187.182.20.247,D6951047
T107266,2023-11-14T15:32:54.274878,ACC534389,ACC884949,894.84,deposit,grocery,Berlin,pos,False,,,-0.72,6,0.51,ACH,74.190.233.28,D3414135
T107267,2023-03-15T02:38:26.552828,ACC546231,ACC718769,401.39,withdrawal,utilities,Toronto,mobile,False,,,1.63,15,0.15,UPI,172.235.183.192,D3104231
T107268,2023-08-07T13:12:40.914859,ACC247058,ACC228292,1148.86,deposit,travel,Berlin,mobile,False,,,-0.41,2,0.27,wire_transfer,85.205.118.140,D2290384
T107269,2023-04-21T09:51:52.146046,ACC203683,ACC212107,162.47,withdrawal,grocery,Berlin,web,False,,,1.15,13,0.92,wire_transfer,36.66.37.201,D6223163
T107270,2023-09-10T10:40:49.149266,ACC644531,ACC179008,173.28,withdrawal,retail,New York,mobile,False,,,0.27,5,0.04,ACH,23.243.170.89,D4682483
T107271,2023-03-25T03:32:49.550726,ACC145662,ACC637512,161.24,withdrawal,retail,London,mobile,False,,,1.27,13,0.66,wire_transfer,198.166.150.44,D9159821
T107272,2023-08-20T08:53:28.052111,ACC741977,ACC329309,53.94,transfer,travel,Dubai,web,False,,,0.68,4,0.09,UPI,72.84.179.52,D1606118
T107273,2023-10-03T13:47:16.515977,ACC674346,ACC843160,51.56,transfer,other,Berlin,web,False,,,0.59,6,0.53,wire_transfer,3.137.192.187,D8723874
T107274,2023-05-11T15:59:59.350810,ACC874247,ACC741542,6.07,payment,utilities,Sydney,mobile,False,,,0.78,6,0.62,ACH,27.221.240.254,D1410726
T107275,2023-02-11T14:26:38.770966,ACC194338,ACC994660,16.31,payment,restaurant,Berlin,mobile,False,,,0.74,17,0.08,card,155.206.105.204,D7282781
T107276,2023-05-04T15:33:42.420242,ACC490838,ACC134981,46.65,payment,entertainment,Sydney,pos,False,,,0.27,19,0.91,UPI,220.127.118.120,D6235931
T107277,2023-12-23T18:35:49.566647,ACC687078,ACC464705,5.23,transfer,utilities,Berlin,atm,False,,,1.19,18,0.15,wire_transfer,107.185.223.185,D8007997
T107278,2023-03-01T09:51:30.443617,ACC956092,ACC851158,221.56,withdrawal,grocery,New York,mobile,False,,,-0.4,10,0.64,card,19.166.46.92,D6747522
T107279,2023-09-23T21:14:40.739241,ACC629323,ACC181353,957.99,deposit,other,New York,pos,False,,,0.33,15,0.66,ACH,167.95.142.129,D1519860
T107280,2023-10-17T03:56:04.393018,ACC817895,ACC695666,101.75,payment,travel,Tokyo,mobile,False,,,0.18,3,0.33,wire_transfer,216.94.145.151,D7773927
T107281,2023-02-21T14:07:03.839188,ACC623651,ACC604754,11.58,transfer,grocery,Berlin,atm,False,,,0.56,20,0.12,card,217.52.32.44,D1254039
T107282,2023-07-21T00:36:31.057894,ACC646231,ACC130299,58.42,payment,other,Berlin,web,False,,,-0.44,7,0.82,card,16.194.1.112,D8285137
T107283,2023-04-16T10:17:41.625068,ACC952348,ACC965862,81.4,payment,online,Toronto,pos,False,,,-0.89,5,0.67,ACH,82.17.177.178,D8622615
T107284,2023-07-29T18:01:30.042494,ACC629294,ACC985666,125.23,payment,retail,Sydney,atm,False,,,-1.89,6,0.97,UPI,73.154.254.183,D4056850
T107285,2023-04-18T01:34:09.560282,ACC155894,ACC228354,572.25,deposit,restaurant,London,mobile,False,,,0.76,7,0.4,ACH,54.160.135.21,D1907668
T107286,2023-06-28T17:14:51.204538,ACC208160,ACC924397,645.73,withdrawal,travel,Tokyo,atm,False,,,-0.68,15,0.37,UPI,110.252.171.79,D9154108
T107287,2023-08-20T17:19:17.097741,ACC111443,ACC890469,0.01,withdrawal,entertainment,Sydney,mobile,False,,,-1.15,17,0.84,wire_transfer,85.60.166.94,D9450370
T107288,2023-04-20T22:53:43.119779,ACC786609,ACC858601,12.53,transfer,grocery,Toronto,pos,False,,,-0.35,3,0.8,UPI,66.4.46.213,D4963218
T107289,2023-10-02T08:32:37.103961,ACC809482,ACC738237,419.56,withdrawal,restaurant,Dubai,web,False,,,-1.78,11,0.91,wire_transfer,39.71.211.60,D8679276
T107290,2023-08-29T04:52:04.831059,ACC112094,ACC592152,16.33,transfer,restaurant,New York,mobile,False,,,1.37,3,0.6,wire_transfer,154.71.167.246,D1435537
T107291,2023-04-10T15:02:34.660678,ACC393751,ACC272494,538.86,deposit,other,New York,atm,False,,,0.69,17,0.26,card,18.206.27.191,D4928811
T107292,2023-01-06T03:03:34.893557,ACC165310,ACC879330,204.95,withdrawal,retail,London,atm,False,,,2.04,5,0.76,wire_transfer,151.150.41.159,D3905315
T107293,2023-05-04T02:10:15.577094,ACC185104,ACC476545,108.95,withdrawal,online,Toronto,pos,False,,,-0.97,7,0.42,card,218.224.199.205,D8049892
T107294,2023-05-31T06:24:55.135657,ACC478841,ACC740881,18.58,transfer,online,Berlin,mobile,False,,,-0.24,14,0.28,wire_transfer,145.40.198.40,D9322011
T107295,2023-06-25T06:07:39.263343,ACC249410,ACC138869,98.23,payment,grocery,London,web,False,,,0.2,1,0.29,ACH,78.142.234.228,D2165958
T107296,2023-04-14T18:53:18.306532,ACC225553,ACC794751,659.21,deposit,other,New York,pos,False,,,0.54,4,0.04,ACH,45.157.189.87,D2520474
T107297,2023-06-14T00:53:13.199172,ACC878278,ACC350530,76.48,payment,other,Sydney,atm,False,,,0.35,2,0.01,ACH,70.19.76.66,D3442758
T107298,2023-06-09T12:42:44.751962,ACC889184,ACC457925,1654.2,deposit,travel,Dubai,pos,False,,,1.03,5,0.91,ACH,42.99.64.218,D8946562
T107299,2023-02-15T03:05:42.308691,ACC806155,ACC473164,5.18,transfer,entertainment,London,web,False,,,0.57,6,0.98,UPI,163.36.147.129,D2456841
T107300,2023-10-28T22:23:48.058115,ACC289706,ACC364073,351.39,withdrawal,entertainment,Dubai,web,False,,,0.68,4,0.19,ACH,110.153.45.138,D6833047
T107301,2023-05-07T23:19:49.936258,ACC418547,ACC160834,10.57,transfer,travel,Tokyo,web,False,,,0.22,19,0.11,ACH,4.45.225.181,D1606231
T107302,2023-09-17T11:03:57.161353,ACC534874,ACC135447,37.46,transfer,online,Sydney,pos,False,,,-1.28,5,0.58,UPI,168.72.240.88,D2086359
T107303,2023-01-01T18:37:09.258478,ACC662311,ACC495073,152.33,deposit,online,Tokyo,pos,False,,,-1.13,18,0.65,wire_transfer,185.8.246.89,D7260495
T107304,2023-01-20T03:40:53.894896,ACC375800,ACC962030,6.75,transfer,other,London,pos,False,,,0.06,1,0.48,card,45.234.67.4,D8625973
T107305,2023-12-27T04:16:40.293817,ACC225021,ACC252859,806.48,deposit,retail,London,web,False,,,-1.07,5,0.53,card,247.142.233.31,D5110290
T107306,2023-03-17T19:26:20.504667,ACC115638,ACC274031,15.22,payment,online,Tokyo,atm,False,,,0.38,17,0.11,UPI,98.228.107.111,D7775397
T107307,2023-03-14T18:07:38.857966,ACC962333,ACC793524,179.59,withdrawal,travel,Toronto,atm,False,,,0.93,3,0.23,wire_transfer,193.206.192.203,D7057649
T107308,2023-09-23T09:15:56.709667,ACC536273,ACC473657,753.24,deposit,retail,Tokyo,mobile,False,,,0.03,6,0.91,ACH,170.164.243.205,D6671712
T107309,2023-01-10T23:07:04.031892,ACC867233,ACC283973,28.4,transfer,grocery,Dubai,pos,False,,,-0.22,14,0.5,ACH,226.79.26.195,D8899455
T107310,2023-05-20T07:32:59.042652,ACC443684,ACC467192,29.29,transfer,restaurant,Toronto,web,False,,,-2.06,17,0.3,wire_transfer,10.83.191.246,D3627908
T107311,2023-09-24T03:06:24.913066,ACC524311,ACC259398,220.53,withdrawal,grocery,Toronto,mobile,False,,,0.26,3,0.3,wire_transfer,211.115.112.250,D8831516
T107312,2023-12-27T09:00:22.291115,ACC301605,ACC967352,466.47,withdrawal,utilities,Sydney,web,False,,,0.85,7,0.83,UPI,18.33.8.137,D4615876
T107313,2023-05-27T14:32:25.107568,ACC241656,ACC176331,942.71,deposit,restaurant,Singapore,mobile,False,,,0.01,20,0.43,card,244.199.125.222,D4216030
T107314,2023-11-01T10:53:19.245206,ACC814776,ACC866514,216.12,withdrawal,restaurant,London,pos,False,,,1.59,14,0.25,UPI,87.230.111.81,D3198764
T107315,2023-01-07T10:47:33.438061,ACC802916,ACC590865,12.18,transfer,entertainment,New York,pos,False,,,0.23,20,0.35,UPI,86.10.8.29,D2780751
T107316,2023-07-27T12:27:59.293912,ACC319698,ACC964016,20.11,transfer,other,Dubai,pos,False,,,-2.38,17,0.47,UPI,133.131.244.22,D5855184
T107317,2023-04-04T17:36:49.731362,ACC680058,ACC117316,53.37,payment,utilities,Dubai,web,False,,,0.05,18,0.57,ACH,52.145.165.154,D9018332
T107318,2023-04-03T14:13:34.982700,ACC263858,ACC699717,55.33,payment,entertainment,London,web,False,,,-0.74,7,0.9,card,11.22.163.203,D5430298
T107319,2023-03-13T07:09:25.279865,ACC248822,ACC652913,11.41,transfer,entertainment,Tokyo,web,False,,,-0.1,14,0.84,card,85.53.7.157,D2059425
T107320,2023-01-01T04:42:45.509201,ACC327947,ACC969565,921.37,deposit,utilities,Toronto,pos,False,,,-1.09,8,0.64,card,19.175.106.71,D1938710
T107321,2023-03-31T20:59:10.192297,ACC568667,ACC750182,19.7,transfer,online,Tokyo,pos,False,,,-0.26,7,0.93,UPI,123.223.165.79,D4954642
T107322,2023-09-19T11:31:15.228279,ACC216559,ACC647199,293.74,withdrawal,travel,New York,pos,False,,,1.71,6,0.05,wire_transfer,136.94.186.139,D9579500
T107323,2023-06-16T01:35:29.744631,ACC454632,ACC621864,46.57,withdrawal,grocery,Singapore,mobile,False,,,1.2,16,0.39,ACH,217.64.45.157,D1935358
T107324,2023-04-01T13:29:27.947642,ACC976012,ACC973769,851.35,deposit,travel,Singapore,pos,False,,,-0.13,11,0.5,ACH,133.250.215.241,D5802401
T107325,2023-10-07T13:47:16.810759,ACC438722,ACC623774,1378.74,deposit,travel,Tokyo,pos,False,,,-1.88,17,0.49,card,20.80.50.181,D1116100
T107326,2023-03-27T19:07:58.702021,ACC364889,ACC566674,957.28,deposit,other,London,pos,False,,,-0.06,5,0.82,card,28.165.237.127,D2149220
T107327,2023-09-02T14:02:55.104676,ACC762569,ACC453388,1280.35,deposit,travel,Tokyo,atm,False,,,0.07,3,0.77,UPI,69.52.247.150,D3609655
T107328,2023-04-25T07:19:46.469622,ACC257027,ACC865435,2114.58,deposit,restaurant,Singapore,mobile,False,,,0.37,14,0.13,ACH,41.15.127.184,D2521883
T107329,2023-07-05T11:18:09.833935,ACC903281,ACC631039,556.86,deposit,online,Toronto,atm,False,,,1.93,14,0.27,card,132.114.137.230,D5556882
T107330,2023-07-28T08:25:45.929054,ACC969979,ACC945802,1274.3,deposit,restaurant,Dubai,pos,False,,,0.7,6,0.79,ACH,242.120.124.89,D7008714
T107331,2023-03-25T19:31:46.339765,ACC124552,ACC298097,13.88,payment,entertainment,Sydney,atm,False,,,-0.45,9,0.42,card,133.200.71.193,D5202879
T107332,2023-09-09T18:50:45.028157,ACC757433,ACC941957,49.81,withdrawal,grocery,Berlin,web,False,,,0.34,5,0.71,card,68.129.98.149,D4995543
T107333,2023-05-04T14:58:23.165656,ACC546724,ACC442600,103.65,withdrawal,entertainment,Sydney,web,False,,,2.11,6,0.25,UPI,200.242.68.131,D5360959
T107334,2023-11-22T23:28:05.464459,ACC140650,ACC402501,770.7,deposit,grocery,Toronto,pos,False,,,-1.31,3,0.84,wire_transfer,243.16.120.224,D5625286
T107335,2023-08-13T08:02:25.888273,ACC837671,ACC443675,1791.15,deposit,online,Tokyo,mobile,False,,,0.39,4,0.07,UPI,186.37.193.114,D4757035
T107336,2023-10-11T12:06:50.432861,ACC328090,ACC403973,303.74,withdrawal,entertainment,Toronto,web,False,,,-0.05,15,0.2,UPI,123.165.216.215,D9002499
T107337,2023-09-05T05:12:01.613651,ACC864408,ACC624905,328.67,withdrawal,online,Berlin,mobile,False,,,1.6,1,0.34,card,42.202.14.161,D7934360
T107338,2023-12-30T20:42:52.345092,ACC692451,ACC538010,210.8,withdrawal,travel,London,pos,False,,,-0.36,4,0.32,ACH,217.155.119.164,D6794861
T107339,2023-04-16T17:21:05.176546,ACC512369,ACC865243,75.61,transfer,retail,London,mobile,False,,,-0.81,7,0.79,UPI,78.101.130.190,D2108535
T107340,2023-09-08T09:45:05.006244,ACC968811,ACC347017,946.74,deposit,travel,Toronto,mobile,False,,,1.65,18,0.87,card,191.56.27.248,D1077586
T107341,2023-02-26T22:42:17.980238,ACC653683,ACC428506,24.68,transfer,grocery,Berlin,pos,False,,,1.26,6,0.43,wire_transfer,55.39.0.118,D9786253
T107342,2023-08-10T05:36:52.627973,ACC769869,ACC260998,1120.1,deposit,other,Singapore,atm,False,,,-0.23,2,0.25,ACH,20.58.75.175,D4011160
T107343,2023-12-10T08:09:21.067021,ACC372059,ACC400857,304.49,payment,grocery,London,atm,False,,,-0.72,16,0.96,UPI,114.92.13.150,D4835610
T107344,2023-02-13T21:00:58.682013,ACC829180,ACC610023,673.65,deposit,grocery,Tokyo,web,False,,,-1.94,3,0.77,wire_transfer,23.85.61.83,D2711716
T107345,2023-09-16T23:30:56.690736,ACC862394,ACC237058,1736.93,deposit,travel,Dubai,pos,False,,,0.76,11,0.22,UPI,134.128.225.184,D7795312
T107346,2023-02-09T23:37:47.321741,ACC319247,ACC841182,1855.23,deposit,other,Tokyo,web,False,,,1.24,3,0.27,UPI,175.116.72.8,D4927281
T107347,2023-08-11T01:30:40.990566,ACC676451,ACC812290,296.52,withdrawal,online,London,atm,False,,,-1.26,9,0.72,card,36.217.106.119,D1348902
T107348,2023-01-15T20:40:28.791137,ACC437760,ACC786792,139.57,payment,restaurant,Singapore,atm,False,,,-0.66,10,0.56,ACH,230.11.114.66,D9014858
T107349,2023-05-21T10:56:28.564688,ACC400620,ACC421562,20.39,payment,restaurant,Tokyo,pos,False,,,0.25,3,0.67,card,107.4.103.248,D2513143
T107350,2023-08-21T08:09:47.161013,ACC416257,ACC329885,1501.71,deposit,travel,Toronto,mobile,False,,,-0.13,3,0.43,UPI,101.154.183.196,D1537301
T107351,2023-03-21T12:57:47.320839,ACC200110,ACC987442,107.17,withdrawal,other,Dubai,mobile,False,,-6596.0985404855555,0.47,4,0.18,ACH,140.10.176.197,D6069471
T107352,2023-08-24T13:14:42.786538,ACC794581,ACC311081,160.2,withdrawal,utilities,Sydney,atm,False,,,0.55,7,0.08,wire_transfer,65.32.154.181,D2705861
T107353,2023-10-02T03:39:57.903127,ACC479598,ACC511016,0.01,withdrawal,restaurant,Tokyo,mobile,False,,,1.76,14,0.76,wire_transfer,113.97.16.220,D6187378
T107354,2023-10-11T13:37:46.453675,ACC100959,ACC620454,48.26,transfer,grocery,Sydney,web,False,,,-0.63,20,0.14,UPI,219.65.110.152,D6565586
T107355,2023-10-08T05:35:53.869534,ACC837004,ACC586786,62.71,transfer,grocery,London,pos,False,,,1.27,14,0.68,wire_transfer,62.98.22.16,D1439978
T107356,2023-06-10T15:21:52.286223,ACC581954,ACC984595,40.71,transfer,retail,Tokyo,mobile,False,,,0.27,1,0.54,ACH,104.72.73.248,D6864518
T107357,2023-10-27T18:29:21.890515,ACC281576,ACC910740,203.07,withdrawal,grocery,New York,atm,False,,,-0.88,7,0.84,UPI,141.246.161.152,D4704280
T107358,2023-12-10T09:05:23.544760,ACC173434,ACC788759,702.48,deposit,travel,Singapore,pos,False,,,1.24,15,1.0,card,205.26.6.243,D5806040
T107359,2023-03-01T02:01:38.801678,ACC849197,ACC660443,7.82,transfer,travel,Toronto,atm,False,,,2.87,17,0.97,UPI,201.158.249.48,D1971032
T107360,2023-05-21T20:24:48.759584,ACC475941,ACC294400,24.64,transfer,travel,Singapore,atm,False,,,0.69,9,0.75,wire_transfer,37.133.92.62,D8157003
T107361,2023-06-23T01:32:52.526636,ACC351841,ACC242074,15.13,transfer,grocery,Sydney,web,False,,,0.23,1,0.61,wire_transfer,196.208.41.216,D1456049
T107362,2023-07-25T15:04:25.366218,ACC578990,ACC169044,0.01,withdrawal,grocery,Sydney,pos,False,,,2.3,2,0.32,card,207.65.30.204,D9910547
T107363,2023-12-27T03:23:52.860160,ACC214047,ACC290764,11.62,transfer,online,Sydney,pos,False,,,0.21,15,0.82,ACH,181.52.248.99,D2824992
T107364,2023-03-22T06:45:51.073356,ACC992705,ACC535220,971.1,deposit,entertainment,London,mobile,False,,,0.25,1,0.56,card,157.47.205.231,D9743737
T107365,2023-07-16T03:36:39.244784,ACC850461,ACC659828,808.15,deposit,entertainment,London,web,False,,,-0.47,3,0.64,card,122.217.228.4,D3726377
T107366,2023-01-13T05:40:30.355215,ACC451468,ACC952595,7.24,payment,utilities,Singapore,mobile,False,,,0.63,15,0.79,wire_transfer,255.22.60.228,D4254269
T107367,2023-02-13T15:35:51.731945,ACC882346,ACC958069,26.76,transfer,online,Tokyo,mobile,False,,,0.77,4,0.48,UPI,164.205.124.226,D9807468
T107368,2023-09-17T08:05:40.991502,ACC299711,ACC744653,102.72,payment,grocery,Dubai,web,False,,,1.51,16,0.61,wire_transfer,12.113.116.109,D2270165
T107369,2023-09-19T00:07:32.549239,ACC135598,ACC395743,328.33,withdrawal,online,Dubai,atm,False,,,-0.44,9,0.02,wire_transfer,219.239.12.35,D8002088
T107370,2023-08-05T18:52:38.834378,ACC871930,ACC882992,22.6,transfer,restaurant,Tokyo,atm,False,,,-0.72,3,0.11,UPI,233.215.149.174,D8951072
T107371,2023-09-09T00:44:54.818824,ACC835642,ACC808101,21.62,transfer,entertainment,Tokyo,mobile,False,,,0.05,18,0.23,card,89.244.80.3,D8356062
T107372,2023-03-10T08:36:05.899844,ACC721582,ACC787620,54.47,transfer,other,Sydney,web,False,,,-0.73,5,0.78,wire_transfer,105.1.88.109,D4821393
T107373,2023-03-22T02:47:42.393013,ACC505184,ACC899296,442.83,withdrawal,restaurant,Berlin,atm,False,,,1.22,9,0.9,ACH,144.165.188.58,D4091259
T107374,2023-11-13T19:41:47.536336,ACC386393,ACC646072,258.2,payment,travel,London,pos,False,,,0.78,14,0.4,card,40.31.108.206,D1033169
T107375,2023-12-22T17:31:12.522191,ACC910703,ACC228156,48.88,transfer,grocery,Sydney,mobile,False,,,-1.51,11,0.31,wire_transfer,35.155.226.138,D6836702
T107376,2023-02-09T14:33:53.314958,ACC898181,ACC742799,17.09,transfer,restaurant,Singapore,mobile,False,,,0.72,16,0.86,UPI,72.254.28.102,D1120256
T107377,2023-07-19T15:03:48.751894,ACC721314,ACC117394,106.05,payment,online,New York,atm,False,,,-0.92,19,0.18,card,199.118.223.204,D4564684
T107378,2023-12-21T10:54:05.122377,ACC306512,ACC407361,11.14,payment,utilities,Berlin,atm,False,,,0.76,7,0.35,wire_transfer,200.162.139.255,D6914516
T107379,2023-10-10T01:58:42.891456,ACC855010,ACC843792,10.76,payment,grocery,Sydney,web,False,,,-0.56,20,0.47,UPI,74.210.253.245,D7502294
T107380,2023-07-16T18:31:39.671413,ACC440450,ACC378369,0.01,withdrawal,entertainment,Toronto,pos,False,,,0.15,1,0.6,UPI,204.189.140.70,D6080296
T107381,2023-06-15T03:03:51.194507,ACC156569,ACC416317,1255.57,deposit,other,Sydney,pos,False,,,0.81,8,0.74,UPI,209.192.46.241,D1060467
T107382,2023-03-20T10:04:37.700226,ACC810437,ACC972664,39.3,payment,other,Toronto,atm,False,,,0.89,18,0.71,UPI,155.48.204.140,D2117713
T107383,2023-01-09T16:34:11.009153,ACC209064,ACC772720,53.68,transfer,grocery,Sydney,atm,False,,,-1.32,4,0.53,ACH,209.127.30.75,D2650033
T107384,2023-08-15T00:16:56.320660,ACC833713,ACC386559,352.9,payment,restaurant,Dubai,pos,False,,,-0.17,15,0.59,UPI,16.234.14.175,D1665875
T107385,2023-01-25T04:20:04.222804,ACC657569,ACC160350,100.56,withdrawal,utilities,Tokyo,atm,False,,,0.47,7,0.42,UPI,243.176.174.182,D7451139
T107386,2023-06-22T20:04:46.106723,ACC137802,ACC873944,326.52,withdrawal,other,Berlin,web,False,,,-1.89,10,0.17,wire_transfer,132.60.197.99,D5743864
T107387,2023-08-22T08:22:30.836809,ACC486623,ACC571453,22.42,payment,grocery,Dubai,web,False,,,-0.06,18,0.64,card,54.109.14.77,D6421013
T107388,2023-10-25T18:02:36.502540,ACC365555,ACC569797,25.84,transfer,online,Toronto,mobile,False,,,-1.19,10,0.97,ACH,56.88.9.105,D8677134
T107389,2023-04-02T14:41:31.103230,ACC377164,ACC120684,718.62,deposit,restaurant,Sydney,web,False,,,-2.03,6,0.49,wire_transfer,74.204.185.19,D4841776
T107390,2023-03-06T18:54:02.932794,ACC868806,ACC614303,76.23,transfer,travel,Dubai,web,False,,,-2.36,18,0.21,card,243.159.100.78,D3270211
T107391,2023-03-12T10:03:08.454847,ACC383777,ACC240085,521.23,withdrawal,travel,New York,mobile,False,,,-1.39,19,0.22,ACH,224.30.91.146,D2618882
T107392,2023-11-01T22:55:16.389475,ACC258653,ACC777446,1579.57,deposit,utilities,New York,pos,False,,,0.74,2,0.36,ACH,147.58.19.189,D3404191
T107393,2023-07-10T13:17:45.407581,ACC576146,ACC743831,765.66,deposit,retail,Dubai,web,False,,,0.4,20,0.79,ACH,150.193.171.102,D8198185
T107394,2023-08-10T03:00:37.306994,ACC109038,ACC740490,1380.49,deposit,grocery,Toronto,pos,False,,,-0.04,8,0.31,ACH,215.58.84.45,D7052337
T107395,2023-04-07T20:19:55.238467,ACC809605,ACC751703,22.05,transfer,grocery,Sydney,mobile,False,,,-2.62,3,0.2,wire_transfer,50.186.192.22,D2765017
T107396,2023-11-08T00:38:02.625025,ACC323976,ACC917681,968.0,deposit,entertainment,Toronto,atm,False,,,0.24,10,0.61,card,189.59.49.72,D2248365
T107397,2023-09-04T01:51:04.289929,ACC170737,ACC493722,120.92,deposit,other,Dubai,mobile,False,,,0.14,6,0.31,ACH,84.199.75.35,D7149236
T107398,2023-08-11T06:42:19.771371,ACC293009,ACC344790,53.3,payment,other,Berlin,web,False,,,-0.05,8,0.36,UPI,191.98.26.143,D4667308
T107399,2023-04-26T02:25:37.869945,ACC876224,ACC243789,15.43,payment,utilities,London,atm,False,,,0.44,3,0.57,UPI,145.165.64.124,D7811820
T107400,2023-12-12T18:33:42.379428,ACC510397,ACC604850,136.46,payment,travel,Sydney,pos,False,,,-0.1,14,0.39,wire_transfer,175.238.64.4,D6032623
T107401,2023-04-11T09:04:50.042825,ACC373150,ACC104508,25.83,transfer,entertainment,Tokyo,pos,False,,,0.64,13,0.65,card,44.32.115.231,D7602965
T107402,2023-08-10T02:11:21.692884,ACC359512,ACC722685,1413.91,deposit,utilities,Sydney,mobile,False,,,-0.04,19,0.18,wire_transfer,96.70.199.121,D3256524
